codigo_dane,año_semestre,establecimiento,matriculados,registros,presentes,publicados,puntaje_global,puntaje_lectura,puntaje_matematicas,puntaje_sociales,puntaje_naturales,puntaje_ingles,grado,comuna,prestacion_servicio,ponderado_global,ponderado_lectura,ponderado_matematicas,ponderado_sociales,ponderado_naturales,ponderado_ingles,punt_global_med,punt_lectura_med,punt_matematicas_med,punt_sociales_med,punt_naturales_med,punt_ingles_med,punt_global_sector,punt_lectura_sector,punt_matematicas_sector,punt_sociales_sector,punt_naturales_sector,punt_ingles_sector,punt_global_comu,punt_lectura_comu,punt_matematicas_comu,punt_sociales_comu,punt_naturales_comu,punt_ingles_comu
105001025844,20142,i.e. antonio derka - santo domingo,174,172,166,165,248,51,49,50,49,48,11, popular,oficial,40920,8415,8085,8250,8085,7920,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,244.0558016,50.49069973,48.45792737,49.18689105,47.425155,47.94154119
105001015091,20142,inst educ fe y alegria granizal,37,36,36,36,257,53,50,51,52,49,11, popular,oficial,9252,1908,1800,1836,1872,1764,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,244.0558016,50.49069973,48.45792737,49.18689105,47.425155,47.94154119
105001002348,20142,inst educ fe y alegria santo domingo savio,56,55,55,55,231,48,47,47,43,46,11, popular,oficial,12705,2640,2585,2585,2365,2530,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,244.0558016,50.49069973,48.45792737,49.18689105,47.425155,47.94154119
105001001279,20142,inst educ ciro mendia,80,73,73,73,247,52,48,50,48,48,11,santa cruz,oficial,18031,3796,3504,3650,3504,3504,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,247.7364865,50.98310811,48.85810811,50.09290541,48.73986486,48.17905405
105001005380,20142,i.e. manuel uribe ángel,32,25,24,24,236,49,48,46,46,47,11,santa cruz,oficial,5664,1176,1152,1104,1104,1128,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,247.7364865,50.98310811,48.85810811,50.09290541,48.73986486,48.17905405
105001000043,20142,inst educ barrio santa cruz,35,23,23,23,241,49,47,50,47,47,11,santa cruz,oficial,5543,1127,1081,1150,1081,1081,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,247.7364865,50.98310811,48.85810811,50.09290541,48.73986486,48.17905405
105001006718,20142,inst educ asia ignaciana,80,74,73,73,258,53,51,51,52,50,11,santa cruz,oficial,18834,3869,3723,3723,3796,3650,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,247.7364865,50.98310811,48.85810811,50.09290541,48.73986486,48.17905405
105001003131,20142,inst educ republica de honduras,23,24,23,23,264,54,51,57,51,48,11,santa cruz,oficial,6072,1242,1173,1311,1173,1104,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,247.7364865,50.98310811,48.85810811,50.09290541,48.73986486,48.17905405
105001019453,20142,inst educ villa del socorro,140,139,136,136,235,48,47,47,46,47,11,santa cruz,oficial,31960,6528,6392,6392,6256,6392,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,247.7364865,50.98310811,48.85810811,50.09290541,48.73986486,48.17905405
105001007978,20142,inst educ pablo neruda,54,52,50,49,239,49,47,48,47,48,11,santa cruz,oficial,11711,2401,2303,2352,2303,2352,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,247.7364865,50.98310811,48.85810811,50.09290541,48.73986486,48.17905405
105001013145,20142,inst educ santa teresa,76,76,76,75,273,56,53,57,54,51,11,santa cruz,oficial,20475,4200,3975,4275,4050,3825,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,247.7364865,50.98310811,48.85810811,50.09290541,48.73986486,48.17905405
105001000001,20142,inst educ jose maria velaz,26,24,24,24,251,52,49,51,50,46,11,santa cruz,oficial,6024,1248,1176,1224,1200,1104,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,247.7364865,50.98310811,48.85810811,50.09290541,48.73986486,48.17905405
105001001163,20142,institucion educativa la asuncion,28,29,29,29,247,52,49,50,47,49,11,santa cruz,oficial,7163,1508,1421,1450,1363,1421,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,247.7364865,50.98310811,48.85810811,50.09290541,48.73986486,48.17905405
105001023965,20142,inst educ finca la mesa,,69,66,63,241,49,48,48,48,47,11,santa cruz,oficial,15183,3087,3024,3024,3024,2961,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,247.7364865,50.98310811,48.85810811,50.09290541,48.73986486,48.17905405
305001019541,20142,col nino jesus,19,18,18,18,243,52,48,46,49,47,11,manrique,contratacion,4374,936,864,828,882,846,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,245.5268318,50.3121775,49.02167183,49.10732714,48.25335397,48.32610939,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001002488,20142,inst educ pedro luis villa,47,49,49,49,243,49,49,48,48,49,11,manrique,oficial,11907,2401,2401,2352,2352,2401,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001019534,20142,inst educ rodrigo lara bonilla,51,51,51,51,237,49,48,46,47,46,11,manrique,oficial,12087,2499,2448,2346,2397,2346,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001001236,20142,i.e. montecarlo guillermo gaviria correa,44,44,43,43,245,52,47,49,49,47,11,manrique,oficial,10535,2236,2021,2107,2107,2021,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001002135,20142,inst educ ramon munera lopera,49,51,48,48,253,52,49,51,51,49,11,manrique,oficial,12144,2496,2352,2448,2448,2352,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001000175,20142,inst educ gabriel restrepo moreno,61,59,59,59,241,49,48,50,46,47,11,manrique,oficial,14219,2891,2832,2950,2714,2773,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
305001004871,20142,col pablo vi,127,134,133,133,250,51,50,50,50,48,11,manrique,contratacion,33250,6783,6650,6650,6650,6384,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,245.5268318,50.3121775,49.02167183,49.10732714,48.25335397,48.32610939,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001022101,20142,inst educ las nieves,29,29,29,29,233,47,45,47,47,47,11,manrique,oficial,6757,1363,1305,1363,1363,1363,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001010588,20142,inst educ fe y alegria la cima,,106,104,104,248,51,49,51,48,48,11,manrique,oficial,25792,5304,5096,5304,4992,4992,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
305001011770,20142,inst vicarial jesus maestro,28,28,28,28,247,51,49,50,48,49,11,manrique,contratacion,6916,1428,1372,1400,1344,1372,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,245.5268318,50.3121775,49.02167183,49.10732714,48.25335397,48.32610939,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001012581,20142,institucion educativa reino de belgica,41,39,39,39,238,52,46,49,44,45,11,manrique,oficial,9282,2028,1794,1911,1716,1755,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
305001004528,20142,col maria reina del carmelo,57,57,57,57,272,56,53,54,55,53,11,manrique,contratacion,15504,3192,3021,3078,3135,3021,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,245.5268318,50.3121775,49.02167183,49.10732714,48.25335397,48.32610939,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001001473,20142,inst educ manuela beltran,56,48,48,48,240,51,48,47,46,48,11,manrique,oficial,11520,2448,2304,2256,2208,2304,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001009652,20142,inst educ san lorenzo de aburra,40,69,69,69,251,52,50,51,48,49,11,manrique,oficial,17319,3588,3450,3519,3312,3381,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001001121,20142,inst educ jose roberto vasquez,169,163,161,160,255,52,51,51,50,50,11,manrique,oficial,40800,8320,8160,8160,8000,8000,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001005525,20142,inst educ enrique olaya herrera,67,65,63,63,233,48,46,48,44,47,11,manrique,oficial,14679,3024,2898,3024,2772,2961,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001001155,20142,inst educ san juan bautista de la salle,70,65,63,63,248,52,48,49,50,48,11,manrique,oficial,15624,3276,3024,3087,3150,3024,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001001368,20142,inst educ alvaro marin velasco,26,19,18,18,262,52,51,54,53,52,11,manrique,oficial,4716,936,918,972,954,936,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001001660,20142,inst educ jose antonio galan,,46,45,45,233,48,47,45,46,48,11,manrique,oficial,10485,2160,2115,2025,2070,2160,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001009865,20142,inst educ hernan toro agudelo,51,50,49,48,243,50,48,50,47,47,11,manrique,oficial,11664,2400,2304,2400,2256,2256,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
305001022461,20142,col gente unida jovenes por la paz - luz de oriente,57,56,56,56,232,47,45,50,44,45,11,manrique,contratacion,12992,2632,2520,2800,2464,2520,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,245.5268318,50.3121775,49.02167183,49.10732714,48.25335397,48.32610939,246.3892508,50.76628664,48.73697068,49.65798046,48.27850163,48.18241042
105001003425,20142,inst educ jose maria bravo marquez,122,122,120,119,257,53,51,51,51,51,11,aranjuez,oficial,30583,6307,6069,6069,6069,6069,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
305001010358,20142,col adventista simon bolivar,23,22,22,22,250,51,51,49,49,51,11,aranjuez,privado,5500,1122,1122,1078,1078,1122,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,300.8084525,60.42914214,60.29983179,58.74264087,59.56791421,65.10239697,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001000141,20142,inst educ camilo torres restrepo,26,23,23,23,245,47,51,50,48,50,11,aranjuez,oficial,5635,1081,1173,1150,1104,1150,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001005878,20142,inst educ francisco miranda,73,73,73,72,257,52,53,51,51,48,11,aranjuez,oficial,18504,3744,3816,3672,3672,3456,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001003298,20142,inst educ lorenza villegas de santos,62,61,60,59,247,53,48,49,48,47,11,aranjuez,oficial,14573,3127,2832,2891,2832,2773,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001000876,20142,i.e. javiera londoño-sevilla,66,60,60,60,260,53,50,52,53,51,11,aranjuez,oficial,15600,3180,3000,3120,3180,3060,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
305001022640,20142,i.e. el bosque,38,36,36,35,257,53,53,51,50,47,11,aranjuez,oficial,8995,1855,1855,1785,1750,1645,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
305001004218,20142,col nuestra senora de lourdes,48,48,48,46,269,56,52,54,54,52,11,aranjuez,contratacion,12374,2576,2392,2484,2484,2392,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,245.5268318,50.3121775,49.02167183,49.10732714,48.25335397,48.32610939,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
305001005907,20142,col emilia riquelme,13,13,13,13,266,56,50,53,54,53,11,aranjuez,privado,3458,728,650,689,702,689,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,300.8084525,60.42914214,60.29983179,58.74264087,59.56791421,65.10239697,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
305001018022,20142,inst educ fe y alegria luis amigo,,41,40,39,242,50,48,49,46,49,11,aranjuez,oficial,9438,1950,1872,1911,1794,1911,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001000981,20142,inst educ gilberto alzate avenda?o,142,223,219,216,257,53,51,51,51,50,11,aranjuez,oficial,55512,11448,11016,11016,11016,10800,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001002101,20142,inst educ juan de dios cock,69,65,65,65,240,50,48,47,47,49,11,aranjuez,oficial,15600,3250,3120,3055,3055,3185,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
305001004854,20142,inst educ alvernia,55,55,55,55,253,54,50,49,49,51,11,aranjuez,oficial,13915,2970,2750,2695,2695,2805,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001005339,20142,inst educ monse?or francisco cristobal toro,240,119,117,117,240,50,48,48,46,47,11,aranjuez,oficial,28080,5850,5616,5616,5382,5499,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001019062,20142,inst educ alfonso mora naranjo,58,50,49,47,255,54,50,52,49,49,11,aranjuez,oficial,11985,2538,2350,2444,2303,2303,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001000205,20142,inst educ san agustin,42,43,43,43,254,52,52,49,51,49,11,aranjuez,oficial,10922,2236,2236,2107,2193,2107,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
305001004820,20142,col agustiniano de san nicolas,64,64,64,64,274,57,54,55,53,56,11,aranjuez,privado,17536,3648,3456,3520,3392,3584,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,300.8084525,60.42914214,60.29983179,58.74264087,59.56791421,65.10239697,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001005291,20142,inst educ campo valdes,62,60,57,57,250,50,51,50,50,48,11,aranjuez,oficial,14250,2850,2907,2850,2850,2736,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
305001000450,20142,col de maria,18,18,18,18,281,57,56,57,55,55,11,aranjuez,privado,5058,1026,1008,1026,990,990,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,300.8084525,60.42914214,60.29983179,58.74264087,59.56791421,65.10239697,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001017876,20142,inst educ francisco luis hernandez betancur,53,19,19,19,238,49,48,48,45,48,11,aranjuez,oficial,4522,931,912,912,855,912,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001009695,20142,inst educ san juan bosco,78,78,77,77,267,56,53,53,52,52,11,aranjuez,oficial,20559,4312,4081,4081,4004,4004,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001002038,20142,inst educ jose eusebio caro,30,33,33,33,249,49,50,51,50,48,11,aranjuez,oficial,8217,1617,1650,1683,1650,1584,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,254.669746,52.61431871,50.7182448,50.69591994,50.07698229,49.86605081
105001017965,20142,inst educ manuel jose gomez s,65,63,63,63,256,54,49,52,50,51,11,castilla,oficial,16128,3402,3087,3276,3150,3213,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,256.9117647,53.10294118,50.75490196,51.1197479,50.70308123,50.86134454
305001016089,20142,cent educ autonomo,20,20,20,20,271,58,52,57,50,53,11,castilla,privado,5420,1160,1040,1140,1000,1060,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,300.8084525,60.42914214,60.29983179,58.74264087,59.56791421,65.10239697,256.9117647,53.10294118,50.75490196,51.1197479,50.70308123,50.86134454
105001013072,20142,inst educ maestro pedro nel gomez,59,55,55,55,254,52,52,50,49,51,11,castilla,oficial,13970,2860,2860,2750,2695,2805,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,256.9117647,53.10294118,50.75490196,51.1197479,50.70308123,50.86134454
105001019798,20142,inst educ alfonso lopez,25,24,24,23,243,49,49,50,48,45,11,castilla,oficial,5589,1127,1127,1150,1104,1035,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,256.9117647,53.10294118,50.75490196,51.1197479,50.70308123,50.86134454
105001013439,20142,inst educ felix de bedout moreno,35,36,36,35,255,54,51,51,48,52,11,castilla,oficial,8925,1890,1785,1785,1680,1820,263.257481,53.96170752,52.40262046,52.37218935,51.80143702,52.93516484,254.830114,52.58432276,50.5915884,50.97235513,50.04276685,50.05972001,256.9117647,53.10294118,50.75490196,51.1197479,50.70308123,50.86134454
